NumDots,NumNumericChars,SubdomainLevel,RandomString,UrlLength,QueryLength,PathLevel,NumDashInHostname,HostnameLength,NumDash,NumQueryComponents,HttpsInHostname,IpAddress,NumUnderscore,Label
3,8,4,0,37,0,4,0,13,0,0,0,0,0,0
1,7,2,0,64,0,5,1,12,1,0,0,0,5,0
1,0,2,0,44,0,3,5,9,5,0,0,0,0,0
1,2,2,0,27,0,4,0,11,0,0,0,0,0,0
1,8,2,0,114,0,3,15,18,15,0,0,0,0,0
1,0,2,0,14,0,2,0,13,0,0,0,0,0,0
2,8,3,0,49,0,4,1,19,1,0,0,0,2,0
3,0,4,0,25,0,2,0,15,0,0,0,0,0,0
1,6,2,0,43,0,4,1,16,1,0,0,0,1,0
1,0,2,0,47,0,4,2,19,2,0,0,0,0,0
3,5,4,0,52,0,2,6,12,6,0,0,0,0,0
2,0,3,0,77,0,3,0,20,0,0,0,0,6,0
2,0,3,0,60,0,3,5,12,5,0,0,0,0,0
1,4,2,0,20,6,2,0,12,0,1,0,0,0,0
4,0,5,0,54,0,2,3,20,3,0,0,0,0,0
2,9,3,0,69,27,4,0,10,1,2,0,0,0,0
2,9,3,0,62,0,5,3,16,3,0,0,0,0,0
1,11,2,0,105,0,5,10,12,10,0,0,0,0,0
1,0,2,0,39,0,5,0,8,0,0,0,0,0,0
2,0,3,0,24,0,2,0,23,0,0,0,0,0,0
2,0,3,0,55,0,2,1,54,1,0,0,0,0,0
2,7,3,0,56,0,6,2,15,2,0,0,0,0,0
1,0,2,0,43,0,4,1,11,1,0,0,0,0,0
1,22,2,1,78,0,5,5,16,5,0,0,0,0,0
5,4,6,0,68,0,4,0,41,0,0,0,0,0,0
1,0,2,0,36,0,5,0,8,0,0,0,0,0,0
1,0,2,0,37,0,4,0,9,0,0,0,0,0,0
1,0,2,0,48,0,5,4,9,4,0,0,0,0,0
1,0,2,0,34,0,2,0,17,0,0,0,0,1,0
1,0,2,0,28,0,3,0,10,0,0,0,0,0,0
2,8,3,0,77,0,6,5,27,5,0,0,0,0,0
3,0,4,0,37,0,3,0,22,0,0,0,0,0,0
2,0,3,0,33,0,4,1,15,1,0,0,0,0,0
1,1,2,0,45,0,4,3,9,3,0,0,0,0,0
2,8,3,0,77,0,4,7,12,7,0,0,0,0,0
1,7,2,0,24,0,4,0,8,0,0,0,0,0,0
2,0,3,0,35,0,2,0,19,0,0,0,0,1,0
1,4,2,0,42,15,3,0,18,0,1,0,0,0,0
1,0,2,0,28,0,2,0,27,0,0,0,0,0,0
2,4,3,0,45,0,3,1,21,1,0,0,0,1,0
2,23,3,1,72,12,4,0,14,0,0,0,0,0,0
2,0,3,0,37,0,3,1,9,1,0,0,0,0,0
1,12,2,0,36,0,6,0,19,0,0,0,0,0,0
2,0,3,0,59,0,3,0,20,0,0,0,0,2,0
3,0,4,0,27,0,2,0,16,0,0,0,0,0,0
1,3,2,0,31,11,2,0,18,0,1,0,0,1,0
1,8,2,0,36,0,4,1,10,1,0,0,0,0,0
1,3,2,0,31,0,3,0,13,0,0,0,0,0,0
2,4,3,0,47,8,2,0,20,0,1,0,0,0,0
2,9,3,0,50,0,4,2,18,2,0,0,0,0,0
3,4,4,0,80,0,8,4,29,4,0,0,0,0,0
3,4,4,0,60,13,3,0,16,0,1,0,0,1,0
1,8,2,0,51,0,3,3,14,3,0,0,0,0,0
1,0,2,0,26,0,3,0,11,0,0,0,0,0,0
1,0,2,0,20,0,2,0,19,0,0,0,0,0,0
1,0,2,0,28,0,2,0,10,0,0,0,0,0,0
2,1,3,0,35,0,4,0,17,0,0,0,0,0,0
2,6,3,0,161,0,5,21,13,21,0,0,0,0,0
2,0,3,0,47,0,4,1,15,1,0,0,0,0,0
2,0,3,0,45,0,3,0,22,0,0,0,0,2,0
1,1,2,0,42,0,4,1,8,1,0,0,0,0,0
1,0,2,0,16,0,2,0,15,0,0,0,0,0,0
1,4,2,0,36,0,2,1,8,1,0,0,0,3,0
2,0,3,0,46,0,5,0,13,0,0,0,0,1,0
2,0,3,0,34,0,3,0,20,0,0,0,0,1,0
2,0,3,0,30,0,2,0,29,0,0,0,0,0,0
2,2,3,0,34,0,2,0,13,0,0,0,0,1,0
2,7,3,0,53,0,2,4,11,4,0,0,0,0,0
1,4,2,0,48,0,5,0,11,0,0,0,0,0,0
2,0,3,0,53,0,4,0,24,0,0,0,0,0,0
2,7,3,0,107,0,4,9,37,9,0,0,0,0,0
2,15,3,0,58,25,3,0,17,0,1,0,0,0,0
2,0,3,0,26,0,3,0,20,0,0,0,0,0,0
3,3,4,0,61,0,7,0,13,0,0,0,0,0,0
3,0,4,0,35,0,3,0,16,0,0,0,0,0,0
2,0,3,0,35,0,3,0,16,0,0,0,0,1,0
1,7,2,0,24,0,4,0,8,0,0,0,0,0,0
1,0,2,0,12,0,2,0,11,0,0,0,0,0,0
1,8,2,0,96,0,6,11,15,11,0,0,0,0,0
2,0,3,0,32,0,3,0,11,0,0,0,0,0,0
1,0,2,0,35,0,4,2,13,2,0,0,0,0,0
1,0,2,0,16,0,3,0,6,0,0,0,0,0,0
2,1,3,0,60,21,3,0,12,0,2,0,0,0,0
2,0,3,0,46,20,2,0,15,0,1,0,0,1,0
2,0,3,0,19,0,3,0,15,0,0,0,0,0,0
3,6,4,0,59,0,4,1,30,1,0,0,0,0,0
2,10,3,0,47,0,2,2,20,2,0,0,0,0,0
1,0,2,0,25,0,3,0,8,0,0,0,0,0,0
2,0,3,0,28,0,2,0,12,0,0,0,0,0,0
1,0,2,0,16,0,2,0,15,0,0,0,0,0,0
2,2,3,0,40,0,2,0,19,0,0,0,0,1,0
3,0,4,0,31,0,2,0,18,0,0,0,0,0,0
2,0,3,0,33,0,2,0,15,0,0,0,0,1,0
1,11,2,0,45,0,4,2,15,2,0,0,0,0,0
2,6,3,0,59,0,5,5,14,5,0,0,0,0,0
2,0,3,0,58,0,4,2,8,2,0,0,0,0,0
1,8,2,0,75,0,4,7,15,7,0,0,0,0,0
2,0,3,0,32,0,2,2,13,2,0,0,0,0,0
4,0,5,0,34,0,3,0,14,0,0,0,0,0,0
2,0,3,0,43,0,3,2,10,2,0,0,0,0,0
1,3,2,0,29,0,3,0,12,0,0,0,0,0,0
1,0,2,0,25,0,2,0,12,0,0,0,0,0,0
1,7,2,0,33,0,4,0,8,0,0,0,0,0,0
2,0,3,0,31,0,2,0,16,0,0,0,0,0,0
2,10,3,0,49,0,7,0,11,0,0,0,0,0,0
1,0,2,0,19,0,2,0,18,0,0,0,0,0,0
3,0,4,0,37,0,3,0,15,0,0,0,0,0,0
1,1,2,0,36,0,4,0,9,0,0,0,0,0,0
1,0,2,0,17,0,2,0,11,0,0,0,0,0,0
2,37,3,0,183,157,2,1,18,1,12,0,0,2,0
1,5,2,0,36,0,5,0,13,0,0,0,0,0,0
2,2,3,0,49,21,2,1,18,1,1,0,0,0,0
2,0,3,0,18,0,3,0,12,0,0,0,0,0,0
2,0,3,0,30,0,3,0,16,0,0,0,0,0,0
1,5,2,0,36,0,4,1,10,1,0,0,0,0,0
1,0,2,0,30,0,3,0,18,0,0,0,0,0,0
1,0,2,0,15,0,2,0,14,0,0,0,0,0,0
1,0,2,0,101,0,3,13,16,13,0,0,0,0,0
1,0,2,0,23,0,2,1,9,1,0,0,0,0,0
1,8,2,0,120,0,6,13,19,13,0,0,0,0,0
3,3,4,0,72,43,2,0,16,0,3,0,0,0,0
1,0,2,0,21,0,2,0,6,0,0,0,0,1,0
2,0,3,0,11,0,2,0,10,0,0,0,0,0,0
1,5,2,0,80,0,2,10,15,10,0,0,0,0,0
1,0,2,0,10,0,2,0,9,0,0,0,0,0,0
1,0,2,0,31,0,2,0,15,0,0,0,0,1,0
1,8,2,0,83,0,7,5,22,5,0,0,0,0,0
3,6,3,0,35,10,3,0,14,0,1,0,0,0,0
2,16,3,0,151,0,2,19,21,19,0,0,0,0,0
2,0,3,0,25,0,2,1,13,1,0,0,0,0,0
1,0,2,0,10,0,2,0,9,0,0,0,0,0,0
1,0,2,0,46,0,3,2,17,2,0,0,0,0,0
1,0,2,0,20,0,2,0,19,0,0,0,0,0,0
3,2,4,0,39,0,5,1,15,1,0,0,0,0,0
2,11,3,0,52,0,7,0,13,0,0,0,0,0,0
1,0,2,0,22,0,3,0,12,0,0,0,0,0,0
2,1,3,0,67,0,2,0,35,0,0,0,0,0,0
2,3,3,0,26,0,3,0,14,0,0,0,0,0,0
2,0,3,0,75,0,3,8,13,8,0,0,0,0,0
1,0,2,0,36,0,5,0,12,0,0,0,0,0,0
2,0,3,0,46,0,3,1,24,1,0,0,0,0,0
1,2,2,0,31,13,2,0,11,0,1,0,0,0,0
1,0,2,0,27,0,3,0,9,0,0,0,0,0,0
2,0,3,0,73,0,4,0,17,0,0,0,0,0,0
2,0,3,0,23,0,2,0,22,0,0,0,0,0,0
1,0,2,0,29,0,2,0,28,0,0,0,0,0,0
2,13,3,0,64,0,9,1,14,1,0,0,0,0,0
2,0,3,0,52,0,3,0,14,0,0,0,0,2,0
1,10,2,0,56,0,4,4,10,4,0,0,0,0,0
1,0,2,0,33,0,2,0,32,0,0,0,0,0,0
1,0,2,0,30,0,4,0,14,0,0,0,0,0,0
5,0,6,0,43,0,2,0,30,0,0,0,0,0,0
2,0,3,0,54,0,2,5,15,5,0,0,0,0,0
1,0,2,0,24,0,4,0,16,0,0,0,0,0,0
1,6,2,0,21,8,2,0,11,0,1,0,0,0,0
2,0,3,0,22,0,3,0,17,0,0,0,0,0,0
1,13,2,0,120,0,7,9,29,9,0,0,0,0,0
1,2,2,0,33,0,3,0,13,0,0,0,0,0,0
1,1,2,0,44,0,3,1,21,1,0,0,0,1,0
2,4,3,0,24,0,3,0,8,0,0,0,0,0,0
1,3,2,0,31,13,2,0,11,1,1,0,0,0,0
2,0,3,0,33,0,2,0,18,0,0,0,0,0,0
2,0,3,0,26,0,3,0,15,0,0,0,0,0,0
3,0,4,0,31,0,2,0,17,0,0,0,0,0,0
2,0,3,0,33,0,3,0,9,0,0,0,0,0,0
2,0,3,0,29,0,3,0,19,0,0,0,0,0,0
2,2,3,0,37,0,2,0,23,0,0,0,0,0,0
1,12,2,0,81,0,4,8,8,8,0,0,0,0,0
2,2,3,0,41,0,3,0,19,0,0,0,0,0,0
2,0,3,0,32,0,3,0,10,0,0,0,0,2,0
2,0,3,0,41,0,3,1,21,1,0,0,0,1,0
1,0,2,0,25,0,3,0,11,0,0,0,0,0,0
2,11,3,0,58,0,5,0,12,0,0,0,0,0,0
2,0,3,0,68,23,4,0,16,0,1,0,0,2,0
2,0,3,0,29,0,3,0,15,0,0,0,0,1,0
1,7,2,0,24,0,4,0,8,0,0,0,0,0,0
4,5,5,0,75,34,3,1,24,1,3,0,0,2,0
2,0,3,0,40,0,4,0,18,0,0,0,0,0,0
2,0,3,0,31,0,3,0,16,0,0,0,0,1,0
2,6,3,0,52,0,5,1,12,1,0,0,0,0,0
1,0,2,0,77,0,5,6,11,6,0,0,0,0,0
1,0,2,0,15,0,2,0,14,0,0,0,0,0,0
2,3,3,0,28,0,2,0,14,0,0,0,0,0,0
1,0,2,0,19,0,2,0,18,0,0,0,0,0,0
1,0,2,0,34,0,3,0,16,0,0,0,0,0,0
3,0,4,0,46,0,4,0,16,0,0,0,0,0,0
1,0,2,0,25,0,2,0,6,0,0,0,0,2,0
3,0,4,0,30,0,2,0,20,0,0,0,0,0,0
2,1,3,0,36,0,3,0,12,0,0,0,0,1,0
2,0,3,0,28,0,3,0,20,0,0,0,0,0,0
1,1,2,0,17,0,2,0,16,0,0,0,0,0,0
1,2,2,0,31,13,2,0,11,0,1,0,0,2,0
1,0,2,0,49,0,3,2,21,2,0,0,0,2,0
1,0,2,0,31,0,3,0,18,0,0,0,0,1,0
2,0,3,0,73,0,6,1,19,1,0,0,0,1,0
1,4,2,0,53,0,3,5,11,5,0,0,0,0,0
3,0,4,0,57,0,4,0,21,0,0,0,0,3,0
2,4,3,0,31,6,2,0,23,0,1,0,0,0,0
1,3,2,0,57,0,3,3,16,3,0,0,0,0,0
2,0,3,0,22,0,2,0,21,0,0,0,0,0,0
2,16,3,0,67,0,8,2,20,2,0,0,0,0,0
2,0,3,0,36,0,3,0,16,0,0,0,0,0,0
1,0,2,0,34,0,4,1,16,1,0,0,0,0,0
1,0,2,0,40,0,3,1,21,1,0,0,0,0,0
1,5,2,0,44,0,4,2,16,2,0,0,0,1,0
1,0,2,0,20,0,2,0,19,0,0,0,0,0,0
2,0,3,0,43,0,3,0,14,0,0,0,0,0,0
1,2,2,0,31,13,2,0,11,0,1,0,0,0,0
2,0,3,0,58,0,3,0,16,0,0,0,0,3,0
1,9,2,0,65,0,4,3,18,3,0,0,0,0,0
2,5,3,0,55,0,3,3,21,3,0,0,0,0,0
2,0,3,0,35,0,2,0,18,0,0,0,0,0,0
1,7,2,0,27,0,4,0,8,0,0,0,0,0,0
2,7,3,0,74,0,4,6,14,6,0,0,0,0,0
3,8,4,0,55,0,2,2,31,2,0,0,0,3,0
3,0,4,0,27,0,2,0,14,0,0,0,0,0,0
2,10,3,0,63,0,2,1,18,1,0,0,0,0,0
3,4,4,0,62,0,4,5,17,5,0,0,0,0,0
1,0,2,0,17,0,2,0,16,0,0,0,0,0,0
1,0,2,0,27,0,4,0,7,0,0,0,0,0,0
1,1,2,0,33,0,4,0,9,0,0,0,0,0,0
1,0,2,0,18,0,2,0,17,0,0,0,0,0,0
3,0,4,0,28,0,3,0,13,0,0,0,0,0,0
1,1,2,0,28,0,4,1,13,1,0,0,0,0,0
2,4,3,0,63,0,8,1,11,1,0,0,0,1,0
2,0,3,0,29,0,3,0,10,0,0,0,0,1,0
1,8,2,0,43,0,4,1,11,1,0,0,0,0,0
1,0,2,0,16,0,2,0,13,0,0,0,0,0,0
2,9,3,0,69,0,4,5,10,5,0,0,0,0,0
3,6,4,0,73,0,4,4,29,4,0,0,0,0,0
2,0,3,0,50,0,3,1,16,1,0,0,0,2,0
2,0,3,0,25,0,5,0,9,0,0,0,0,0,0
2,5,3,0,56,0,6,0,16,0,0,0,0,1,0
1,17,2,0,67,20,5,0,14,0,1,0,0,0,0
4,2,5,0,59,28,2,0,18,0,1,0,0,0,0
4,0,5,0,42,0,4,0,12,0,0,0,0,0,0
2,5,3,0,61,0,2,6,13,6,0,0,0,0,0
2,0,3,0,67,41,2,0,12,0,4,0,0,0,0
3,0,4,0,34,0,4,0,14,0,0,0,0,0,0
2,0,3,0,39,0,5,0,6,0,0,0,0,0,0
2,14,3,0,87,40,4,0,10,2,3,0,0,0,0
2,0,3,0,48,0,5,0,10,0,0,0,0,2,0
2,0,3,0,24,0,2,0,10,0,0,0,0,0,0
1,0,2,0,48,0,2,2,20,2,0,0,0,0,0
2,6,3,0,73,0,4,6,13,6,0,0,0,0,0
3,0,4,0,30,0,3,0,11,0,0,0,0,0,0
1,0,2,0,15,0,2,0,14,0,0,0,0,0,0
2,0,3,0,46,0,3,2,12,2,0,0,0,0,0
1,15,2,0,56,0,5,0,7,0,0,0,0,0,0
1,0,2,0,27,0,2,1,14,1,0,0,0,0,0
1,0,2,0,17,0,2,0,16,0,0,0,0,0,0
1,7,2,0,24,0,4,0,8,0,0,0,0,0,0
1,7,2,0,27,0,4,0,8,0,0,0,0,0,0
1,7,2,0,135,0,7,13,12,13,0,0,0,0,0
2,0,3,0,48,0,2,0,22,0,0,0,0,2,0
3,0,4,0,62,0,4,1,26,1,0,0,0,0,0
2,2,3,0,62,0,3,0,21,0,0,0,0,2,0
2,0,3,0,39,0,3,2,11,2,0,0,0,0,0
2,5,3,0,32,0,2,2,11,2,0,0,0,0,0
2,0,3,0,33,0,2,0,32,0,0,0,0,0,0
2,0,3,0,31,0,3,1,15,1,0,0,0,0,0
1,5,2,0,104,6,5,0,15,0,0,0,0,8,0
2,23,3,1,76,42,2,1,13,1,1,0,0,0,0
1,0,2,0,36,0,5,0,8,0,0,0,0,0,0
1,12,2,0,57,0,4,3,11,3,0,0,0,0,0
2,0,3,0,32,0,3,0,18,0,0,0,0,0,0
2,3,3,0,46,9,2,1,18,1,1,0,0,0,0
2,5,3,0,68,0,4,4,16,4,0,0,0,0,0
2,0,3,0,38,0,4,0,18,0,0,0,0,0,0
1,5,2,0,205,0,4,24,12,24,0,0,0,0,0
1,18,2,0,89,76,2,0,10,0,4,0,0,0,0
1,2,2,0,41,0,5,0,13,0,0,0,0,1,0
2,5,3,0,57,0,4,3,17,3,0,0,0,0,0
1,4,2,0,26,11,2,0,13,0,0,0,0,0,0
2,5,3,0,70,0,5,3,16,3,0,0,0,0,0
2,10,3,0,86,0,6,8,14,8,0,0,0,0,0
2,9,3,0,56,0,3,2,24,2,0,0,0,0,0
3,0,4,0,26,0,2,0,16,0,0,0,0,0,0
1,4,2,0,64,0,5,3,16,3,0,0,0,0,0
1,0,2,0,20,0,3,0,16,0,0,0,0,0,0
1,0,2,0,93,0,3,8,17,8,0,0,0,0,0
1,0,2,0,28,0,5,0,9,0,0,0,0,0,0
1,0,2,0,24,0,2,0,6,0,0,0,0,1,0
2,0,3,0,46,0,4,3,13,3,0,0,0,0,0
2,0,3,0,46,0,3,0,16,0,0,0,0,2,0
1,6,2,0,38,0,5,1,9,1,0,0,0,0,0
2,4,3,0,34,0,3,1,10,1,0,0,0,0,0
1,0,2,0,80,0,5,4,12,4,0,0,0,0,0
3,0,4,0,37,0,2,0,21,0,0,0,0,0,0
1,5,2,0,91,0,4,8,15,8,0,0,0,0,0
2,0,3,0,18,0,2,1,17,1,0,0,0,0,0
2,9,3,0,32,0,4,0,11,0,0,0,0,0,0
2,0,3,0,33,0,3,0,16,0,0,0,0,0,0
3,2,4,0,41,0,3,0,22,0,0,0,0,0,0
3,4,4,0,83,36,2,0,17,0,3,0,0,1,0
2,2,3,0,44,0,5,0,16,0,0,0,0,0,0
4,3,5,0,81,36,3,1,27,1,3,0,0,0,0
1,8,2,0,64,0,3,11,7,11,0,0,0,0,0
1,0,2,0,32,0,4,0,13,0,0,0,0,0,0
1,9,2,0,77,0,5,7,12,7,0,0,0,0,0
3,3,4,0,29,0,3,0,15,0,0,0,0,0,0
3,0,4,0,39,0,3,0,18,0,0,0,0,0,0
1,5,2,0,40,0,4,1,12,1,0,0,0,0,0
2,1,3,0,31,0,4,0,17,0,0,0,0,0,0
3,0,4,0,35,0,2,0,18,0,0,0,0,1,0
1,0,2,0,48,0,4,0,18,0,0,0,0,1,0
2,0,3,0,29,0,4,0,16,0,0,0,0,0,0
2,5,3,0,70,0,7,0,20,0,0,0,0,0,0
2,0,3,0,29,0,4,0,8,0,0,0,0,0,0
2,0,3,0,38,0,3,0,19,0,0,0,0,1,0
2,0,3,0,59,13,3,0,23,0,1,0,0,0,0
1,0,2,0,42,0,2,0,33,0,0,0,0,0,0
2,1,3,0,32,0,4,0,24,0,0,0,0,0,0
2,0,3,0,24,0,2,0,9,0,0,0,0,0,0
3,7,4,0,60,0,5,3,17,3,0,0,0,0,0
3,0,4,0,39,0,3,0,23,0,0,0,0,0,0
1,5,2,0,21,0,2,0,11,0,0,0,0,0,0
2,5,3,0,53,0,3,3,21,3,0,0,0,0,0
2,0,3,0,48,0,4,2,18,2,0,0,0,0,0
3,11,4,0,72,3,3,5,17,5,1,0,0,0,0
2,8,3,0,66,0,5,2,19,2,0,0,0,0,0
1,0,2,0,30,0,3,0,12,0,0,0,0,0,0
2,2,3,0,33,0,3,0,17,0,0,0,0,0,0
2,12,3,0,88,57,3,0,15,0,3,0,0,0,0
2,0,3,0,31,0,3,0,13,0,0,0,0,0,0
2,0,3,0,23,0,2,1,11,1,0,0,0,0,0
2,22,3,0,131,0,8,16,12,16,0,0,0,0,0
2,4,3,0,61,16,3,0,20,0,1,0,0,0,0
2,0,3,0,38,0,2,0,28,0,0,0,0,0,0
1,10,2,0,97,0,3,12,18,12,0,0,0,0,0
1,0,2,0,29,0,3,0,11,0,0,0,0,1,0
2,0,3,0,39,0,2,0,25,0,0,0,0,0,0
2,0,3,0,42,0,2,1,41,1,0,0,0,0,0
1,0,2,0,17,0,2,1,16,1,0,0,0,0,0
2,0,3,0,45,0,4,0,12,0,0,0,0,1,0
2,4,3,0,42,0,2,0,16,0,0,0,0,2,0
1,3,2,0,26,0,3,0,12,0,0,0,0,0,0
3,0,4,0,70,0,7,1,18,1,0,0,0,0,0
2,2,3,0,45,0,3,0,14,0,0,0,0,0,0
1,0,2,0,17,0,2,0,16,0,0,0,0,0,0
2,0,3,0,27,0,3,1,15,1,0,0,0,0,0
2,5,3,0,83,0,4,0,10,0,0,0,0,6,0
3,5,4,0,43,0,4,0,15,0,0,0,0,0,0
2,8,3,0,101,0,3,9,15,9,0,0,0,0,0
2,7,3,0,52,14,3,1,12,1,1,0,0,0,0
2,8,3,0,69,0,6,5,30,5,0,0,0,0,0
3,14,4,0,69,0,4,6,20,6,0,0,0,0,0
2,0,3,0,41,0,3,0,19,0,0,0,0,0,0
1,6,2,0,67,0,4,5,14,5,0,0,0,0,0
2,7,3,0,55,0,5,2,14,2,0,0,0,0,0
1,6,2,0,29,0,4,1,11,1,0,0,0,0,0
1,5,2,0,41,0,6,1,12,1,0,0,0,0,0
2,2,3,0,43,0,4,0,11,0,0,0,0,1,0
3,0,4,0,37,0,2,0,27,0,0,0,0,0,0
2,3,3,0,46,0,5,0,11,0,0,0,0,2,0
2,7,3,0,90,0,3,8,18,8,0,0,0,0,0
1,2,2,0,59,0,3,4,20,4,0,0,0,0,0
1,7,2,0,38,0,4,2,13,2,0,0,0,0,0
3,2,4,0,73,26,4,0,20,0,2,0,0,0,0
1,1,2,0,64,0,4,4,9,4,0,0,0,0,0
2,14,3,0,85,0,6,9,29,9,0,0,0,0,0
1,0,2,0,15,0,2,0,14,0,0,0,0,0,0
3,0,4,0,88,0,4,0,13,0,0,0,0,9,0
2,0,3,0,35,0,2,0,18,0,0,0,0,1,0
3,6,4,0,56,0,5,0,20,0,0,0,0,2,0
1,0,2,0,41,0,3,3,8,3,0,0,0,0,0
1,3,2,0,110,0,3,14,18,14,0,0,0,0,0
1,0,2,0,39,0,4,0,14,0,0,0,0,1,0
1,2,2,0,31,13,2,0,11,0,1,0,0,0,0
1,0,2,0,32,0,3,0,11,0,0,0,0,0,0
2,12,3,0,77,8,4,0,14,0,1,0,0,0,0
2,0,3,0,61,0,4,0,12,0,0,0,0,3,0
4,8,5,0,72,31,3,1,24,2,3,0,0,0,0
1,0,2,0,30,0,3,1,9,1,0,0,0,0,0
2,10,3,0,55,0,4,0,9,0,0,0,0,3,0
3,0,4,0,35,0,2,1,16,1,0,0,0,0,0
1,0,2,0,17,0,2,1,16,1,0,0,0,0,0
1,0,2,0,14,0,2,1,13,1,0,0,0,0,0
2,5,3,0,41,0,3,1,17,1,0,0,0,0,0
2,0,3,0,38,0,3,0,20,0,0,0,0,1,0
2,0,3,0,37,0,2,0,36,0,0,0,0,0,0
2,0,3,0,20,0,2,0,13,0,0,0,0,0,0
3,6,4,0,105,70,3,2,13,3,5,0,0,0,0
1,9,2,0,38,0,3,0,17,0,0,0,0,0,0
1,0,2,0,50,0,2,0,21,0,0,0,0,0,0
1,2,2,0,31,13,2,0,11,0,1,0,0,0,0
2,0,3,0,45,0,3,0,16,0,0,0,0,2,0
1,7,2,0,24,0,4,0,8,0,0,0,0,0,0
3,11,4,0,129,0,6,12,15,12,0,0,0,0,0
2,0,3,0,21,0,2,0,20,0,0,0,0,0,0
2,1,3,0,36,0,4,0,17,0,0,0,0,0,0
4,1,5,0,56,0,5,0,18,0,0,0,0,2,0
2,0,3,0,17,0,2,0,11,0,0,0,0,0,0
2,4,3,0,43,0,5,0,21,0,0,0,0,0,0
1,6,2,0,63,0,5,4,20,4,0,0,0,0,0
3,4,4,0,36,0,4,0,19,0,0,0,0,0,0
1,2,2,0,24,0,4,1,10,1,0,0,0,0,0
2,1,3,0,60,0,3,0,22,0,0,0,0,4,0
3,6,4,0,57,0,4,3,21,3,0,0,0,0,0
4,13,5,0,123,75,3,0,23,3,1,0,0,2,0
2,3,3,0,28,11,2,0,15,0,1,0,0,1,0
1,7,2,0,134,0,6,17,11,17,0,0,0,0,0
2,0,3,0,48,0,5,1,14,1,0,0,0,0,0
1,0,2,0,26,0,2,0,11,0,0,0,0,0,0
3,0,4,0,35,0,2,1,18,1,0,0,0,0,0
2,0,3,0,45,0,2,0,19,0,0,0,0,0,0
2,0,3,0,66,0,3,0,19,0,0,0,0,5,0
2,5,3,0,67,28,5,2,8,2,1,0,0,1,0
2,7,3,0,100,0,6,0,12,0,0,0,0,7,0
2,18,3,0,79,0,5,2,15,2,0,0,0,0,0
2,5,3,0,42,12,2,0,18,0,1,0,0,0,0
2,3,3,0,24,0,3,0,15,0,0,0,0,0,0
1,0,2,0,28,0,2,0,27,0,0,0,0,0,0
2,4,3,0,19,0,2,0,10,0,0,0,0,0,0
1,9,2,0,111,0,3,13,15,13,0,0,0,0,0
2,0,3,0,38,0,2,1,37,1,0,0,0,0,0
3,0,4,0,47,0,3,0,18,0,0,0,0,0,0
1,0,2,0,31,0,3,0,17,0,0,0,0,0,0
2,7,3,0,51,0,2,3,8,3,0,0,0,2,0
3,0,4,0,43,0,2,1,22,1,0,0,0,1,0
1,9,2,0,64,0,4,4,15,4,0,0,0,0,0
1,7,2,0,37,0,4,1,10,1,0,0,0,0,0
2,0,3,0,36,0,4,0,11,0,0,0,0,1,0
3,1,4,0,65,15,4,0,16,0,1,0,0,2,0
2,0,3,0,28,0,2,0,19,0,0,0,0,0,0
1,0,2,0,11,0,2,0,10,0,0,0,0,0,0
3,0,4,0,34,0,2,0,13,0,0,0,0,2,0
2,0,3,0,37,0,3,0,20,0,0,0,0,1,0
3,0,4,0,39,0,3,0,22,0,0,0,0,0,0
1,0,2,0,72,0,3,5,14,5,0,0,0,0,0
4,0,5,0,23,0,3,0,17,0,0,0,0,0,0
1,5,2,0,41,0,4,1,16,1,0,0,0,1,0
2,0,3,0,40,0,4,1,8,1,0,0,0,0,0
1,1,2,0,46,0,4,2,20,2,0,0,0,0,0
1,6,2,0,41,0,2,4,13,4,0,0,0,0,0
1,7,2,0,24,0,4,0,8,0,0,0,0,0,0
1,0,2,0,36,0,3,1,11,1,0,0,0,0,0
2,1,3,0,45,0,4,1,12,1,0,0,0,0,0
1,2,2,0,31,13,2,0,11,0,1,0,0,0,0
2,0,3,0,28,0,3,0,15,0,0,0,0,0,0
3,0,4,0,41,0,4,0,22,0,0,0,0,0,0
3,0,4,0,103,0,6,5,23,5,0,0,0,0,0
2,2,3,0,47,0,6,0,11,0,0,0,0,0,0
3,6,4,0,68,0,4,4,26,4,0,0,0,0,0
3,0,4,0,40,0,3,0,16,0,0,0,0,2,0
5,22,6,1,91,0,5,5,29,5,0,0,0,0,0
1,0,2,0,45,0,3,0,10,0,0,0,0,3,0
2,10,3,0,71,16,5,0,14,0,1,0,0,0,0
2,1,3,0,42,0,3,0,11,0,0,0,0,4,0
1,0,2,0,24,0,5,0,9,0,0,0,0,0,0
2,0,3,0,23,0,2,0,16,0,0,0,0,0,0
1,0,2,0,29,0,2,0,11,0,0,0,0,0,0
3,7,4,0,88,0,6,0,25,0,0,0,0,4,0
3,0,4,0,49,0,4,0,29,0,0,0,0,0,0
1,0,2,0,21,0,2,0,20,0,0,0,0,0,0
2,0,3,0,56,13,3,0,20,0,1,0,0,0,0
1,5,2,0,31,13,2,0,11,0,1,0,0,0,0
1,4,2,0,43,0,3,0,21,0,0,0,0,2,0
2,0,3,0,30,0,3,0,15,0,0,0,0,0,0
2,0,3,0,24,0,2,0,23,0,0,0,0,0,0
1,1,2,0,31,13,2,0,11,0,1,0,0,0,0
2,0,3,0,19,0,2,0,18,0,0,0,0,0,0
1,1,2,0,33,20,2,0,11,0,1,0,0,0,0
