PathLength,UrlLength,HostnameLength,NumNumericChars,PathLevel,NumDots,SubdomainLevel,NumUnderscore,NumDashInHostname,RandomString,Label
26,73,20,2,4,3,4,0,0,0,0
55,64,9,1,4,1,2,0,4,0,0
56,85,29,14,6,2,3,0,9,0,0
1,15,14,0,2,1,2,0,0,0,0
75,88,13,0,4,3,4,9,0,0,0
17,35,18,0,2,2,3,1,0,0,0
36,56,20,6,5,3,4,2,0,0,0
33,41,8,0,3,1,2,0,3,0,0
92,110,18,3,3,1,2,0,14,0,0
25,39,14,0,4,1,2,1,0,0,0
6,31,11,2,2,1,2,0,0,0,0
21,32,11,0,3,1,2,0,0,0,0
54,77,14,12,4,2,3,0,0,0,0
49,61,12,0,4,2,3,3,0,0,0
16,72,24,8,3,4,5,0,1,0,0
21,30,9,0,3,1,2,0,1,0,0
46,55,9,10,4,2,3,3,0,0,0
19,35,16,0,2,3,4,0,1,0,0
1,17,16,0,2,1,2,0,1,0,0
1,14,13,0,2,1,2,0,1,0,0
24,41,17,5,3,2,3,0,1,0,0
18,38,20,0,3,2,3,1,0,0,0
1,37,36,0,2,2,3,0,0,0,0
7,20,13,0,2,2,3,0,0,0,0
21,105,13,6,3,3,4,0,2,0,0
21,38,17,9,3,1,2,0,0,0,0
29,50,21,0,2,1,2,0,0,0,0
6,31,11,2,2,1,2,0,0,0,0
29,45,16,0,3,2,3,2,0,0,0
16,24,8,7,4,1,2,0,0,0,0
114,129,15,11,6,3,4,0,12,0,0
1,21,20,0,2,2,3,0,0,0,0
19,36,17,1,4,2,3,0,0,0,0
38,56,18,1,5,4,5,2,0,0,0
6,17,11,0,2,2,3,0,0,0,0
22,43,21,4,5,2,3,0,0,0,0
43,63,20,6,5,1,2,0,4,0,0
17,36,19,4,4,3,4,0,0,0,0
14,24,10,2,4,1,2,0,1,0,0
38,60,22,1,3,2,3,4,0,0,0
36,57,21,6,4,3,4,0,3,0,0
24,123,23,13,3,4,5,2,0,0,0
1,28,15,3,2,2,3,1,0,0,0
123,134,11,7,6,1,2,0,17,0,0
34,48,14,0,5,2,3,0,1,0,0
15,26,11,0,2,1,2,0,0,0,0
17,35,18,0,2,3,4,0,1,0,0
26,45,19,0,2,2,3,0,0,0,0
47,66,19,0,3,2,3,5,0,0,0
30,67,8,5,5,2,3,1,2,0,0
88,100,12,7,6,2,3,7,0,0,0
64,79,15,18,5,2,3,0,2,0,0
11,42,18,5,2,2,3,0,0,0,0
9,24,15,3,3,2,3,0,0,0,0
1,28,27,0,2,1,2,0,0,0,0
9,19,10,4,2,2,3,0,0,0,0
96,111,15,9,3,1,2,0,13,0,0
1,38,37,0,2,2,3,0,1,0,0
29,47,18,0,3,3,4,0,0,0,0
14,31,17,0,3,1,2,0,0,0,0
43,51,8,7,2,2,3,2,3,0,0
21,43,22,0,2,3,4,1,1,0,0
49,64,15,9,4,1,2,0,4,0,0
27,37,10,7,4,1,2,0,1,0,0
25,36,11,0,4,2,3,1,0,0,0
33,65,16,1,4,3,4,2,0,0,0
9,28,19,0,2,2,3,0,0,0,0
1,11,10,0,2,1,2,0,0,0,0
21,34,13,0,2,3,4,2,0,0,0
17,37,20,0,3,2,3,1,0,0,0
17,39,22,0,3,3,4,0,0,0,0
58,72,14,0,3,1,2,0,5,0,0
6,23,17,0,3,4,5,0,0,0,0
25,41,16,5,4,1,2,1,1,0,0
32,40,8,0,4,2,3,0,1,0,0
26,46,20,1,4,1,2,0,2,0,0
28,41,13,6,2,1,2,0,4,0,0
16,24,8,7,4,1,2,0,0,0,0
25,36,11,0,3,1,2,0,1,0,0
33,45,12,1,4,2,3,0,1,0,0
6,31,11,2,2,1,2,0,0,0,0
13,28,15,0,3,2,3,0,0,0,0
19,41,22,0,4,3,4,0,0,0,0
80,103,23,0,6,3,4,0,5,0,0
36,47,11,2,6,2,3,0,0,0,0
42,68,26,6,4,3,4,0,4,0,0
24,40,16,0,3,3,4,2,0,0,0
62,91,29,22,5,5,6,0,5,1,0
35,45,10,0,3,1,2,3,0,0,0
40,71,14,10,5,2,3,0,0,0,0
31,42,11,1,3,2,3,4,0,0,0
15,24,9,0,5,1,2,0,0,0,0
7,23,16,0,2,2,3,0,0,0,0
18,29,11,0,2,1,2,0,0,0,0
63,88,25,7,6,3,4,4,0,0,0
20,49,29,0,4,3,4,0,0,0,0
1,21,20,0,2,1,2,0,0,0,0
22,56,20,0,3,2,3,0,0,0,0
6,31,11,5,2,1,2,0,0,0,0
22,43,21,4,3,1,2,2,0,0,0
15,30,15,0,3,2,3,0,0,0,0
1,24,23,0,2,2,3,0,0,0,0
6,31,11,1,2,1,2,0,0,0,0
1,19,18,0,2,2,3,0,0,0,0
1,33,11,1,2,1,2,0,0,0,0
34,50,16,5,3,3,4,0,2,0,0
37,56,19,4,4,3,4,0,0,0,0
40,53,13,0,3,1,2,0,0,0,0
13,27,14,0,2,2,3,0,0,0,0
22,32,10,0,2,2,3,0,1,0,0
30,46,16,0,6,2,3,0,0,0,0
75,97,22,10,5,1,2,0,11,0,0
25,36,11,0,2,1,2,0,0,0,0
25,46,21,0,3,1,2,0,0,0,0
17,44,13,5,4,2,3,0,0,0,0
1,19,18,0,2,1,2,0,0,0,0
25,48,23,6,4,3,4,0,1,0,0
1,23,22,0,2,1,2,0,0,0,0
27,39,12,7,6,1,2,0,1,0,0
39,55,16,6,3,3,4,2,3,0,0
18,45,27,4,2,2,3,0,0,0,0
40,54,14,8,8,3,4,1,0,0,0
1,13,12,0,2,1,2,0,0,0,0
8,52,16,1,2,2,3,0,0,0,0
1,29,28,0,2,2,3,0,0,0,0
34,49,15,0,3,2,3,0,3,0,0
25,45,20,6,6,1,2,0,0,0,0
56,70,14,15,6,2,3,0,6,0,0
25,43,18,10,2,3,4,0,2,0,0
17,30,13,4,4,3,4,0,0,0,0
69,80,11,10,6,1,2,0,9,0,0
82,93,11,22,5,2,3,0,4,1,0
13,31,18,0,2,4,5,0,0,0,0
1,13,12,0,2,1,2,0,0,0,0
24,40,16,0,3,2,3,0,2,0,0
1,16,15,0,2,1,2,0,0,0,0
7,19,12,0,2,2,3,0,0,0,0
55,70,15,2,3,1,2,2,6,0,0
14,34,20,0,2,3,4,0,1,0,0
86,97,11,0,4,2,3,11,0,0,0
14,24,10,0,2,1,2,0,0,0,0
22,38,16,0,3,2,3,0,0,0,0
114,127,13,6,7,2,3,0,14,0,0
42,53,11,0,3,1,2,0,6,0,0
23,39,16,0,3,2,3,1,0,0,0
52,84,32,6,4,3,4,0,5,0,0
12,23,11,0,2,1,2,0,0,0,0
38,47,9,0,4,2,3,2,0,0,0
34,49,15,5,5,1,2,0,0,0,0
25,40,15,6,6,2,3,0,1,0,0
56,72,16,6,3,2,3,6,0,0,0
35,51,16,0,2,2,3,0,4,0,0
32,50,18,6,2,3,4,0,3,0,0
35,50,15,0,4,2,3,0,0,0,0
26,75,12,4,4,2,3,0,0,0,0
24,45,21,0,4,2,3,0,0,0,0
42,58,16,0,3,2,3,2,0,0,0
22,35,13,0,3,1,2,0,2,0,0
25,84,16,3,2,2,3,0,3,0,0
1,27,26,0,2,2,3,0,0,0,0
28,45,17,0,3,2,3,2,0,0,0
51,69,18,18,6,1,2,0,4,0,0
16,49,16,2,2,2,3,0,0,0,0
41,52,11,5,8,2,3,1,1,0,0
19,28,9,1,4,1,2,0,0,0,0
6,31,11,1,2,1,2,0,0,0,0
30,46,16,7,4,1,2,0,1,0,0
90,102,12,16,4,1,2,0,8,0,0
47,63,16,10,4,2,3,0,4,0,0
44,56,12,10,4,2,3,0,2,0,0
31,43,12,6,3,1,2,0,3,0,0
7,35,12,0,2,1,2,0,0,0,0
23,47,24,0,4,2,3,0,1,0,0
1,20,19,0,2,1,2,0,0,0,0
91,101,10,9,4,2,3,0,11,0,0
16,27,11,0,2,1,2,0,0,0,0
22,38,16,11,3,2,3,0,1,0,0
36,45,9,8,5,1,2,0,2,0,0
31,61,18,7,4,1,2,0,2,0,0
15,45,30,0,2,2,3,0,0,0,0
55,68,13,3,5,1,2,0,2,0,0
1,14,13,0,2,1,2,0,0,0,0
25,34,9,9,5,1,2,0,0,0,0
14,27,13,3,3,1,2,0,0,0,0
66,81,15,8,2,2,3,0,8,0,0
19,40,21,0,3,1,2,1,0,0,0
35,52,17,0,3,1,2,0,3,0,0
13,31,18,0,3,3,4,0,1,0,0
18,28,10,5,5,1,2,0,0,0,0
30,50,20,0,5,1,2,1,0,0,0
24,38,14,0,4,2,3,1,1,0,0
6,31,11,3,2,1,2,1,0,0,0
43,62,19,8,4,2,3,0,2,0,0
44,66,22,0,2,2,3,0,4,0,0
24,40,16,0,3,2,3,3,0,0,0
20,68,18,0,4,1,2,0,0,0,0
31,69,14,0,4,1,2,4,0,0,0
22,51,29,10,2,4,5,0,2,0,0
13,71,12,0,2,2,3,0,0,0,0
13,23,10,10,2,1,2,0,1,0,0
52,64,12,12,4,1,2,5,0,0,0
22,38,16,0,3,2,3,1,0,0,0
19,34,15,0,3,2,3,0,1,0,0
1,26,25,0,2,1,2,0,0,0,0
1,22,21,0,2,1,2,0,0,0,0
51,69,18,9,6,1,2,0,5,0,0
6,31,11,2,2,1,2,0,0,0,0
22,35,13,0,3,3,4,1,0,0,0
21,38,17,0,3,3,4,0,0,0,0
24,35,11,0,3,1,2,0,1,0,0
16,84,19,0,3,2,3,0,0,0,0
1,22,21,0,2,2,3,0,0,0,0
1,19,9,6,2,1,2,0,0,0,0
32,57,25,0,4,1,2,0,4,0,0
24,40,16,4,4,1,2,0,2,0,0
19,32,13,8,3,1,2,1,0,0,0
40,59,19,0,4,2,3,0,0,0,0
15,49,18,7,2,2,3,0,0,0,0
1,15,14,0,2,1,2,0,0,0,0
95,107,12,39,4,1,2,0,6,1,0
39,49,10,10,4,1,2,0,3,0,0
9,34,25,1,3,2,3,0,0,0,0
38,46,8,7,2,2,3,2,2,0,0
99,110,11,7,5,2,3,12,0,0,0
42,52,10,13,4,1,2,0,4,0,0
12,30,18,0,2,3,4,0,0,0,0
16,30,14,2,3,2,3,0,0,0,0
10,22,12,0,2,2,3,0,0,0,0
21,62,41,6,3,5,6,0,1,0,0
27,46,19,0,3,2,3,0,2,0,0
6,21,15,0,3,1,2,0,0,0,0
31,43,12,0,4,2,3,0,0,0,0
16,24,8,7,4,1,2,0,0,0,0
34,91,10,13,4,2,3,0,0,0,0
34,50,16,6,4,1,2,0,2,0,0
25,47,22,4,6,1,2,0,1,0,0
29,42,13,0,4,2,3,0,0,0,0
13,27,14,4,3,2,3,0,0,0,0
22,44,22,0,3,3,4,0,0,0,0
16,50,19,3,3,2,3,0,0,0,0
35,57,22,0,5,3,4,0,0,0,0
24,44,20,0,2,3,4,1,1,0,0
21,37,16,0,3,2,3,1,0,0,0
35,53,18,3,5,2,3,1,0,0,0
36,46,10,0,3,2,3,0,2,0,0
40,57,17,0,3,1,2,0,3,0,0
23,47,24,5,4,1,2,0,1,0,0
35,50,15,0,4,2,3,0,0,0,0
8,30,22,0,3,2,3,0,0,0,0
42,52,10,9,4,1,2,0,5,0,0
15,26,11,0,2,1,2,0,0,0,0
1,19,18,0,2,1,2,0,0,0,0
1,18,17,0,2,1,2,0,0,0,0
1,32,31,0,2,2,3,0,1,0,0
7,23,16,0,3,2,3,0,0,0,0
1,16,15,0,2,2,3,0,0,0,0
8,28,20,0,2,1,2,0,0,0,0
75,93,18,6,3,1,2,0,8,0,0
16,33,17,0,3,2,3,0,0,0,0
2,157,10,29,2,1,2,0,0,0,0
19,37,18,1,2,2,3,0,1,0,0
1,46,21,13,2,2,3,1,0,0,0
1,19,18,0,2,1,2,0,0,0,0
11,24,13,0,2,3,4,0,0,0,0
35,50,15,6,5,1,2,0,0,0,0
42,50,8,0,3,1,2,0,5,0,0
35,56,21,0,2,2,3,0,4,0,0
31,47,16,0,3,2,3,3,0,0,0
18,34,16,0,3,2,3,0,0,0,0
19,100,13,8,2,2,3,0,0,0,0
59,77,18,14,5,2,3,2,2,0,0
19,30,11,0,2,1,2,0,0,0,0
12,24,12,0,2,2,3,0,0,0,0
17,32,15,0,3,2,3,0,1,0,0
36,48,12,0,4,2,3,0,0,0,0
15,31,8,3,3,2,3,0,0,0,0
15,32,17,4,4,1,2,1,0,0,0
5,16,11,0,2,1,2,0,0,0,0
44,59,15,0,3,2,3,0,3,0,0
16,32,16,0,3,2,3,1,0,0,0
19,42,23,0,3,3,4,0,0,0,0
13,33,20,0,3,2,3,1,0,0,0
6,31,11,0,2,1,2,0,0,0,0
20,37,17,0,3,1,2,1,0,0,0
1,19,18,0,2,1,2,0,0,0,0
51,63,12,6,4,1,2,0,7,0,0
64,80,16,5,3,2,3,0,6,0,0
11,27,16,0,3,2,3,1,0,0,0
1,15,14,0,2,1,2,0,0,0,0
24,59,21,8,2,2,3,0,2,0,0
2,29,17,0,2,3,3,0,0,0,0
61,90,29,4,8,3,4,0,4,0,0
47,72,25,6,4,3,4,0,5,0,0
22,38,16,3,2,2,3,2,0,0,0
13,27,14,4,3,2,3,0,0,0,0
10,55,20,4,2,2,3,0,0,0,0
1,18,17,0,2,2,3,0,0,0,0
24,40,16,0,3,2,3,1,1,0,0
52,62,10,8,3,1,2,5,1,0,0
6,31,11,3,2,1,2,0,0,0,0
23,46,23,6,5,1,2,0,2,0,0
81,91,10,7,6,1,2,0,0,0,0
1,37,36,0,2,2,3,0,0,0,0
14,65,16,0,3,2,3,0,0,0,0
10,33,16,3,2,3,4,0,0,0,0
12,22,10,0,2,2,3,0,0,0,0
1,31,30,0,2,2,3,0,0,0,0
111,125,14,8,3,2,3,0,15,0,0
36,53,17,0,3,1,2,0,3,0,0
36,47,11,0,2,1,2,0,3,0,0
57,65,8,19,4,1,2,0,3,0,0
23,62,23,2,3,2,3,0,0,0,0
32,50,18,0,3,2,3,0,1,0,0
1,18,17,0,2,1,2,0,0,0,0
49,59,10,5,4,1,2,0,4,0,0
57,68,11,1,8,3,4,0,0,0,0
43,55,12,15,4,1,2,0,2,0,0
13,32,19,0,2,3,4,1,0,0,0
1,22,21,0,2,1,2,0,0,0,0
48,59,11,13,4,1,2,1,4,0,0
51,65,14,8,7,1,2,0,5,0,0
20,31,11,9,3,2,3,0,0,0,0
16,22,6,4,2,1,2,2,0,0,0
64,73,9,6,4,1,2,0,5,0,0
19,31,12,0,5,1,2,0,0,0,0
21,35,14,0,4,1,2,0,0,0,0
30,47,17,6,4,2,3,0,2,0,0
1,9,8,0,2,1,2,0,0,0,0
12,31,19,0,3,2,3,0,0,0,0
6,31,11,4,2,1,2,0,0,0,0
6,31,11,0,2,1,2,1,0,0,0
13,38,15,4,2,3,4,0,0,0,0
19,38,19,0,3,4,5,1,0,0,0
9,30,6,1,3,1,2,0,0,0,0
34,46,12,9,4,1,2,0,1,0,0
1,16,15,0,2,1,2,0,0,0,0
24,42,18,1,2,2,3,2,0,0,0
6,31,11,0,2,1,2,0,0,0,0
21,32,11,0,2,2,3,0,2,0,0
38,52,14,0,4,1,2,0,1,0,0
76,90,14,8,7,2,3,9,0,0,0
1,19,18,0,2,1,2,0,0,0,0
48,62,14,6,5,2,3,2,0,0,0
139,151,12,5,5,1,2,0,18,0,0
54,65,11,11,3,1,2,0,8,0,0
65,77,12,16,5,1,2,0,9,0,0
19,37,18,0,2,3,4,0,1,0,0
45,55,10,17,4,1,2,0,4,0,0
21,36,15,0,3,1,2,0,1,0,0
30,59,29,0,7,2,3,0,2,0,0
9,34,18,3,3,1,2,0,0,0,0
26,42,16,5,4,1,2,1,2,0,0
16,32,16,0,3,2,3,1,0,0,0
1,19,18,0,2,1,2,0,0,0,0
9,30,21,0,3,3,4,0,0,0,0
52,62,10,10,4,1,2,0,4,0,0
6,31,11,3,2,1,2,0,0,0,0
6,31,11,2,2,1,2,0,0,0,0
38,53,15,14,5,3,4,0,2,0,0
50,63,13,12,3,1,2,0,5,0,0
9,21,12,0,2,1,2,0,0,0,0
66,82,16,8,6,1,2,0,8,0,0
54,64,10,8,4,1,2,0,4,0,0
10,23,13,0,2,2,3,0,0,0,0
43,61,18,0,2,2,3,0,5,0,0
37,80,10,9,4,2,3,0,0,0,0
10,44,21,7,2,2,3,0,0,0,0
1,23,11,1,2,1,2,0,0,0,0
13,30,17,0,2,2,3,1,0,0,0
20,32,12,0,4,1,2,1,0,0,0
33,57,24,0,5,3,4,0,0,0,0
6,31,11,1,2,1,2,0,0,0,0
61,86,25,8,5,3,4,4,0,0,0
15,66,14,5,2,2,3,0,0,0,0
34,52,18,10,5,3,4,0,0,0,0
22,35,13,14,2,3,4,0,2,0,0
8,30,22,0,3,2,3,0,0,0,0
21,43,22,2,3,3,4,0,0,0,0
1,16,15,0,2,1,2,0,0,0,0
15,58,17,15,3,2,3,0,0,0,0
20,32,12,5,4,2,3,0,0,0,0
1,16,15,0,2,1,2,0,0,0,0
43,54,11,27,2,1,2,0,2,1,0
47,61,14,7,6,2,3,0,2,0,0
1,21,20,0,2,2,3,0,0,0,0
5,28,23,0,3,2,3,0,0,0,0
157,167,10,7,4,1,2,0,24,0,0
46,66,20,6,5,3,4,0,3,0,0
47,54,7,7,5,1,2,0,4,0,0
54,64,10,4,6,3,4,1,0,0,0
1,19,18,0,2,1,2,0,0,0,0
1,21,20,4,2,2,3,0,0,0,0
31,50,19,0,4,2,3,0,1,0,0
1,38,37,0,2,2,3,0,0,0,0
17,25,8,7,4,1,2,0,0,0,0
1,14,13,0,2,1,2,0,0,0,0
28,45,17,0,3,1,2,0,2,0,0
8,21,13,0,2,1,2,0,0,0,0
16,32,16,0,3,2,3,1,0,0,0
18,37,19,0,3,2,3,1,0,0,0
26,34,8,0,4,1,2,0,0,0,0
26,46,20,0,3,4,5,0,0,0,0
29,83,17,5,2,3,4,1,0,0,0
89,102,13,8,4,2,3,0,14,0,0
1,24,23,0,2,1,2,0,0,0,0
1,21,20,0,2,2,3,0,0,0,0
29,39,10,0,4,2,3,0,0,0,0
66,77,11,23,5,2,3,0,1,1,0
17,45,28,0,2,2,3,1,0,0,0
10,32,22,0,3,2,3,0,0,0,0
48,62,14,7,4,1,2,0,6,0,0
83,104,21,13,2,2,3,0,11,0,0
6,31,11,0,2,1,2,0,0,0,0
1,23,22,0,2,2,3,0,0,0,0
12,48,17,8,2,1,2,2,0,0,0
16,43,20,3,3,3,4,0,0,0,0
34,47,13,0,5,1,2,0,0,0,0
21,41,20,1,2,2,3,2,1,0,0
41,57,16,4,3,2,3,4,0,0,0
24,44,20,0,4,4,5,0,0,0,0
11,22,11,4,3,1,2,0,0,0,0
36,46,10,0,3,2,3,3,0,0,0
1,72,17,7,2,2,3,0,0,0,0
7,22,15,0,3,2,3,0,0,0,0
6,31,11,0,2,1,2,0,0,0,0
91,101,10,7,4,1,2,0,10,0,0
1,18,11,1,2,1,2,0,0,0,0
15,61,12,0,2,1,2,0,0,0,0
40,56,16,0,4,3,4,3,0,0,0
55,65,10,0,3,1,2,0,7,0,0
17,32,15,9,2,2,3,0,1,0,0
10,23,13,0,2,3,4,0,0,0,0
17,25,8,7,4,1,2,0,0,0,0
57,71,14,0,4,1,2,0,6,0,0
6,31,11,0,2,1,2,0,0,0,0
12,47,18,9,3,3,4,0,0,0,0
31,46,15,0,3,2,3,0,3,0,0
17,35,18,0,3,2,3,0,0,0,0
31,43,12,6,3,2,3,2,0,0,0
24,36,12,0,3,2,3,0,0,0,0
24,39,15,0,3,2,3,1,1,0,0
28,44,16,0,3,2,3,2,0,0,0
86,98,12,16,4,1,2,0,0,0,0
19,41,22,0,3,3,4,0,0,0,0
75,86,11,17,4,2,3,7,1,0,0
16,45,16,2,2,2,3,0,0,0,0
37,47,10,5,3,2,3,0,2,0,0
1,32,31,0,2,1,2,0,2,0,0
20,36,16,5,3,1,2,1,1,0,0
66,87,21,8,6,2,3,0,7,0,0
10,34,24,0,2,2,3,0,0,0,0
28,59,31,6,4,3,4,0,1,0,0
38,51,13,0,3,1,2,2,0,0,0
50,66,16,0,3,2,3,4,0,0,0
33,46,13,6,4,2,3,2,0,0,0
18,30,12,0,3,2,3,0,0,0,0
10,32,22,4,3,4,5,0,0,0,0
37,55,18,5,2,3,4,0,3,0,0
6,31,11,2,2,1,2,0,0,0,0
6,31,11,2,2,1,2,0,0,0,0
25,41,16,0,3,2,3,2,0,0,0
28,39,11,0,3,1,2,0,2,0,0
19,39,20,1,3,3,4,0,0,0,0
105,117,12,6,4,1,2,0,14,0,0
66,76,10,10,4,1,2,0,4,0,0
25,37,12,10,4,1,2,0,1,0,0
62,80,18,8,6,2,3,0,5,0,0
67,85,18,6,2,3,4,5,1,0,0
20,50,20,6,3,3,4,0,0,0,0
17,29,12,0,3,3,4,0,0,0,0
27,38,11,5,4,1,2,1,3,0,0
76,103,27,5,6,2,3,0,14,0,0
1,16,15,0,2,1,2,0,0,0,0
1,16,15,0,2,1,2,0,0,0,0
50,66,16,0,4,4,5,2,0,0,0
1,22,21,1,2,2,3,0,1,0,0
71,90,19,8,5,2,3,0,5,0,0
1,14,13,0,2,2,3,0,0,0,0
1,25,24,0,2,2,3,0,0,0,0
19,44,17,4,3,2,3,0,0,0,0
15,27,12,0,2,2,3,0,0,0,0
13,48,19,5,2,2,3,0,0,0,0
17,54,15,4,3,5,5,0,0,0,0
45,74,29,5,7,3,4,0,2,0,0
28,42,14,8,5,4,5,0,0,0,0
12,24,12,0,2,1,2,0,0,0,0
14,36,22,0,3,3,4,0,0,0,0
9,26,17,0,4,2,3,0,0,0,0
19,27,8,7,4,1,2,0,0,0,0
16,24,8,7,4,1,2,0,0,0,0
17,38,21,0,3,2,3,0,3,0,0
26,42,16,2,4,1,2,2,0,0,0
60,71,11,8,6,1,2,0,7,0,0
11,31,20,0,2,2,3,0,0,0,0
1,11,10,0,2,1,2,0,0,0,0
35,48,13,1,4,5,6,0,0,0,0
30,41,11,2,3,1,2,0,0,0,0
30,43,13,6,4,2,3,1,0,0,0
1,25,24,3,2,1,2,0,0,0,0
39,53,14,0,5,2,3,2,0,0,0
14,25,11,0,2,1,2,0,0,0,0
10,41,18,5,2,4,4,0,0,0,0
38,52,14,0,2,1,2,2,1,0,0
28,69,41,3,4,5,6,0,0,0,0
16,31,15,0,5,2,3,0,0,0,0
21,39,18,7,4,1,2,1,1,0,0
102,115,13,11,4,1,2,0,13,0,0
60,85,25,10,4,2,3,0,6,0,0
1,17,16,0,2,1,2,0,0,0,0
1,17,16,0,2,2,3,0,0,0,0
1,19,18,0,2,1,2,0,0,0,0
23,39,16,5,4,1,2,1,1,0,0
6,31,11,0,2,1,2,0,0,0,0
31,46,15,6,4,1,2,1,0,0,0
27,36,9,2,4,1,2,0,0,0,0
34,50,16,0,3,2,3,3,0,0,0
15,35,20,0,3,2,3,1,0,0,0
13,27,14,3,2,2,3,0,0,0,0
41,62,21,0,3,2,3,3,0,0,0
48,63,15,4,3,1,2,2,5,0,0
57,72,15,1,3,1,2,0,10,0,0
29,47,18,5,4,1,2,2,1,0,0
1,32,31,7,2,3,4,0,1,0,0
32,53,21,0,3,2,3,0,0,0,0
27,42,15,4,4,3,4,0,0,0,0
37,51,14,6,3,2,3,0,3,0,0
86,105,19,7,4,2,3,0,0,0,0
51,59,8,0,4,2,3,2,1,0,0
20,28,8,0,3,1,2,0,1,0,0
21,43,22,0,4,2,3,0,0,0,0
24,45,21,0,2,2,3,0,2,0,0
47,68,21,10,5,2,3,2,0,0,0
12,70,28,2,2,5,5,0,0,0,0
10,26,16,0,2,3,4,0,0,0,0
28,40,12,6,6,1,2,0,1,0,0
9,16,7,0,4,1,2,0,0,0,0
53,71,18,3,2,2,3,2,7,0,0
1,20,19,0,2,1,2,0,0,0,0
6,25,19,0,3,2,3,0,1,0,0
34,49,15,5,2,2,3,0,3,0,0
1,12,11,0,2,1,2,0,1,0,0
33,45,12,5,4,1,2,0,0,0,0
7,18,11,0,2,1,2,0,0,0,0
13,31,18,0,3,2,3,0,0,0,0
15,29,14,6,4,2,3,0,0,0,0
6,31,11,2,2,1,2,0,0,0,0
1,30,29,0,2,2,3,0,0,0,0
52,63,11,12,4,2,3,0,6,0,0
44,54,10,4,4,1,2,0,3,0,0
23,35,12,3,6,1,2,0,1,0,0
30,45,15,0,3,3,4,0,0,0,0
16,29,13,0,4,2,3,0,0,0,0
1,23,22,3,2,1,2,0,0,0,0
85,103,18,8,3,1,2,0,12,0,0
58,79,21,8,3,1,2,0,8,0,0
52,69,17,10,3,3,4,0,5,0,0
6,31,11,0,2,1,2,1,0,0,0
18,39,21,0,3,1,2,0,0,0,0
24,40,16,0,3,2,3,1,0,0,0
18,34,16,0,3,2,3,1,0,0,0
91,105,14,6,5,1,2,0,14,0,0
13,23,10,10,2,1,2,0,1,0,0
11,21,10,0,2,1,2,0,0,0,0
1,32,31,0,2,3,4,0,0,0,0
63,82,19,7,4,2,3,0,9,0,0
1,24,23,0,2,1,2,0,0,0,0
15,31,16,0,3,2,3,1,0,0,0
17,47,30,0,3,2,3,0,0,0,0
15,27,12,0,2,2,3,0,0,0,0
28,46,18,0,2,2,3,0,3,0,0
29,59,30,5,4,2,3,0,2,0,0
38,50,12,15,4,1,2,0,1,0,0
12,25,13,0,2,2,3,0,0,0,0
1,34,33,0,2,2,3,0,0,0,0
35,51,16,4,3,2,3,3,0,0,0
21,40,19,1,3,3,4,0,0,0,0
1,7,6,0,2,1,2,0,0,0,0
20,32,12,0,3,1,2,0,2,0,0
20,27,7,0,4,2,3,0,0,0,0
43,72,29,0,7,3,4,0,2,0,0
23,32,9,0,3,2,3,0,1,0,0
41,62,21,0,3,1,2,5,0,0,0
24,54,30,0,3,3,4,0,0,0,0
8,29,10,6,2,1,2,0,0,0,0
35,49,14,0,3,3,4,0,2,0,0
33,47,14,4,3,1,2,1,0,0,0
35,43,8,0,4,2,3,0,0,0,0
11,30,19,0,3,1,2,0,1,0,0
19,29,10,0,2,2,3,0,1,0,0
54,68,14,0,4,2,3,0,5,0,0
58,73,15,9,5,1,2,6,0,0,0
20,68,21,7,3,3,4,1,0,0,0
33,46,13,6,4,2,3,1,0,0,0
12,27,15,0,3,2,3,0,0,0,0
60,75,15,0,6,1,2,0,5,0,0
15,53,7,3,3,2,3,0,0,0,0
7,18,11,0,2,2,3,0,0,0,0
14,24,10,2,3,1,2,1,0,0,0
24,42,18,2,4,2,3,0,0,0,0
21,46,25,0,4,2,3,0,1,0,0
45,55,10,7,4,1,2,0,4,0,0
15,52,37,0,2,4,5,1,0,0,0
13,27,14,4,3,2,3,0,0,0,0
60,73,13,0,6,3,4,0,2,0,0
88,98,10,0,5,1,2,0,8,0,0
26,38,12,6,6,1,2,0,1,0,0
11,32,15,2,2,2,3,0,0,0,0
50,62,12,15,4,1,2,0,3,0,0
9,35,22,0,2,2,3,0,0,0,0
72,90,18,4,3,1,2,0,9,0,0
27,48,21,2,3,1,2,2,0,0,0
10,22,12,4,2,1,2,0,0,0,0
1,20,19,0,2,1,2,0,0,0,0
12,22,10,9,2,1,2,0,1,0,0
29,39,10,10,5,1,2,0,0,0,0
49,60,11,8,6,1,2,0,6,0,0
13,27,14,4,3,2,3,0,0,0,0
10,20,10,0,2,1,2,0,0,0,0
6,32,15,0,3,1,2,0,0,0,0
13,25,12,0,2,2,3,0,0,0,0
6,23,17,0,3,4,5,0,0,0,0
27,51,24,0,4,3,4,0,1,0,0
57,71,14,8,7,1,2,0,5,0,0
23,36,13,0,4,1,2,0,1,0,0
57,86,29,8,6,2,3,0,7,0,0
25,42,17,4,4,3,4,0,0,0,0
20,37,17,0,3,2,3,0,0,0,0
29,70,10,9,4,2,3,0,0,0,0
29,47,18,0,4,2,3,0,1,0,0
53,61,8,0,3,2,3,4,0,0,0
29,74,17,4,2,3,4,1,0,0,0
10,28,18,2,2,3,4,0,0,0,0
9,20,11,3,3,1,2,0,0,0,0
