PathLength,UrlLength,HostnameLength,NumNumericChars,PathLevel,NumDots,SubdomainLevel,NumUnderscore,NumDashInHostname,RandomString,Label
10,27,17,0,2,3,4,0,0,0,0
26,40,14,0,5,2,3,0,0,0,0
17,38,21,0,3,1,2,0,1,0,0
16,38,22,0,3,3,4,0,0,0,0
23,52,29,0,3,2,3,2,0,0,0
36,54,18,0,5,3,4,0,0,0,0
23,32,9,0,4,2,3,1,0,0,0
32,46,14,0,5,2,3,0,0,0,0
33,42,9,1,4,1,2,0,2,0,0
24,36,12,0,4,1,2,1,0,0,0
55,65,10,10,4,1,2,0,4,0,0
9,25,16,0,3,2,3,0,0,0,0
21,45,24,5,5,2,3,0,0,0,0
8,24,16,0,3,3,4,0,0,0,0
32,64,32,0,4,2,3,0,2,0,0
35,62,14,10,4,1,2,0,0,0,0
9,25,16,0,3,2,3,0,0,0,0
1,26,25,0,2,2,3,0,0,0,0
11,31,20,0,2,2,3,1,0,0,0
51,67,16,9,5,2,3,0,4,0,0
30,43,13,0,6,1,2,0,0,0,0
18,30,12,0,3,1,2,0,0,0,0
18,34,16,6,4,3,4,1,0,0,0
1,31,30,0,2,3,4,0,0,0,0
19,43,24,0,3,1,2,0,0,0,0
24,37,13,0,2,2,3,1,1,0,0
27,39,12,5,6,1,2,0,1,0,0
1,17,16,0,2,1,2,0,0,0,0
17,33,16,0,3,2,3,1,0,0,0
28,44,16,1,5,2,3,0,0,0,0
56,68,12,12,4,1,2,0,3,0,0
35,51,16,4,3,2,3,0,4,0,0
46,58,12,6,3,1,2,1,0,0,0
1,19,18,0,2,1,2,0,0,0,0
10,28,18,0,2,3,4,0,0,0,0
16,27,11,2,3,1,2,1,0,0,0
1,20,19,0,2,1,2,0,0,0,0
43,58,15,0,3,1,2,0,5,0,0
8,20,12,0,2,1,2,0,0,0,0
14,34,20,0,3,2,3,1,0,0,0
26,37,11,9,2,2,3,2,0,0,0
90,104,14,9,6,1,2,0,10,0,0
18,39,21,4,2,2,3,0,1,0,0
20,39,19,0,4,1,2,0,2,0,0
51,68,17,10,3,3,4,0,4,0,0
45,61,16,0,3,2,3,3,0,0,0
12,28,16,0,2,2,3,0,0,0,0
34,55,21,1,3,1,2,3,0,0,0
37,53,16,0,3,2,3,3,0,0,0
22,31,9,0,5,1,2,0,1,0,0
61,67,6,14,6,1,2,0,4,0,0
24,59,35,1,2,2,3,0,0,0,0
1,23,22,0,2,2,3,0,0,0,0
30,38,8,0,4,2,3,0,0,0,0
15,31,16,0,3,1,2,0,0,0,0
1,10,9,0,2,1,2,0,0,0,0
54,65,11,13,6,1,2,0,5,0,0
13,24,11,0,2,1,2,1,0,0,0
32,52,20,0,5,2,3,0,2,0,0
3,30,11,5,2,1,2,0,0,0,0
43,59,16,0,3,2,3,0,3,0,0
26,36,10,4,4,3,4,0,0,0,0
16,32,16,0,3,2,3,1,0,0,0
62,76,14,2,3,3,4,7,0,0,0
18,25,7,0,5,1,2,0,0,0,0
6,31,11,3,2,1,2,0,0,0,0
33,43,10,10,5,1,2,0,1,0,0
8,21,13,0,2,1,2,0,0,0,0
29,73,13,3,4,2,3,0,0,0,0
43,67,24,6,4,3,4,0,3,0,0
25,52,10,6,3,2,3,0,0,0,0
19,35,16,0,3,2,3,1,0,0,0
41,56,15,0,5,3,4,1,0,0,0
13,27,14,4,3,2,3,0,0,0,0
54,79,25,2,6,3,4,1,0,0,0
42,61,19,8,6,2,3,1,1,0,0
1,16,15,0,2,1,2,0,0,0,0
6,32,11,2,3,1,2,0,0,0,0
22,37,15,0,4,2,3,0,1,0,0
45,66,21,0,4,2,3,0,5,0,0
25,38,13,0,2,2,3,0,1,0,0
86,97,11,0,7,2,3,7,0,0,0
1,22,21,0,2,1,2,0,0,0,0
17,32,15,0,3,2,3,0,1,0,0
35,51,16,0,3,3,4,3,0,0,0
36,77,41,3,4,5,6,0,0,0,0
21,32,11,0,2,1,2,0,0,0,0
37,86,10,9,4,2,3,0,0,0,0
14,41,27,0,2,2,3,1,0,0,0
14,30,16,0,2,3,4,0,1,0,0
25,41,16,7,5,3,4,0,0,0,0
13,27,14,4,3,2,3,0,0,0,0
17,37,20,0,2,4,5,0,0,0,0
39,64,25,16,6,2,3,0,2,0,0
10,67,27,8,2,2,3,0,0,0,0
1,27,26,0,2,2,3,0,0,0,0
63,87,24,0,4,3,4,0,4,0,0
10,35,16,5,2,2,3,0,0,0,0
32,49,17,3,3,2,3,5,0,0,0
32,44,12,7,6,1,2,0,1,0,0
69,86,17,12,6,1,2,0,0,0,0
25,74,19,4,3,3,3,0,0,0,0
37,48,11,6,4,1,2,0,1,0,0
18,32,14,0,3,3,4,0,0,0,0
24,40,16,6,4,1,2,0,1,0,0
21,44,23,0,4,2,3,1,1,0,0
39,58,19,0,3,1,2,0,6,0,0
1,24,23,0,2,2,3,0,0,0,0
28,40,12,9,4,1,2,0,1,0,0
8,24,16,0,3,2,3,0,0,0,0
28,41,13,0,3,1,2,0,3,0,0
35,45,10,4,4,2,3,1,0,0,0
14,35,21,0,2,1,2,0,1,0,0
6,31,11,3,2,1,2,0,0,0,0
15,61,25,0,2,3,4,0,0,0,0
13,27,14,4,3,2,3,0,0,0,0
1,25,24,0,2,1,2,0,1,0,0
19,34,15,0,4,1,2,0,0,0,0
19,38,19,0,3,3,4,0,0,0,0
44,54,10,10,4,1,2,0,4,0,0
26,46,20,0,4,2,3,0,0,0,0
15,58,17,14,3,2,3,0,0,0,0
1,20,19,3,2,1,2,0,0,0,0
21,32,11,0,2,2,3,0,1,0,0
40,57,17,0,6,3,4,0,1,0,0
13,29,16,0,2,2,3,0,0,0,0
17,40,9,1,4,2,3,1,0,0,0
17,40,23,2,2,2,3,0,1,0,0
1,47,14,2,2,2,3,0,0,0,0
5,28,17,0,3,2,3,0,0,0,0
6,31,11,3,2,1,2,0,0,0,0
19,34,15,3,5,2,3,0,0,0,0
1,19,18,0,2,1,2,0,0,0,0
50,66,16,8,6,1,2,0,5,0,0
61,72,11,5,4,1,2,0,7,0,0
1,10,9,0,2,1,2,0,0,0,0
1,9,8,0,2,1,2,0,0,0,0
31,39,8,3,4,2,3,0,0,0,0
17,35,18,0,3,2,3,0,0,0,0
18,30,12,0,3,2,3,0,0,0,0
26,42,16,0,4,2,3,0,0,0,0
21,37,16,0,3,2,3,1,0,0,0
24,43,19,0,2,2,3,0,2,0,0
29,45,16,9,5,2,3,0,1,0,0
1,9,8,0,2,1,2,0,0,0,0
1,20,19,0,2,2,3,0,1,0,0
32,54,22,6,4,3,4,0,2,0,0
13,22,9,0,3,1,2,0,1,0,0
6,31,11,1,2,1,2,0,0,0,0
12,32,20,0,3,1,2,0,0,0,0
23,39,16,0,3,2,3,2,0,0,0
12,26,14,0,4,2,3,0,0,0,0
62,81,19,8,5,2,3,0,4,0,0
81,100,19,7,5,2,3,0,0,0,0
25,36,11,9,2,2,3,2,0,0,0
95,118,23,12,6,3,4,0,13,0,0
31,47,16,0,4,2,3,0,1,0,0
1,14,13,0,2,1,2,0,0,0,0
38,56,18,1,5,4,5,2,0,0,0
30,36,6,0,5,1,2,0,1,0,0
1,10,9,0,2,1,2,0,0,0,0
35,53,18,17,5,1,2,0,0,0,0
11,54,8,6,3,2,3,1,0,0,0
1,28,11,7,2,1,2,0,0,0,0
50,58,8,5,3,1,2,0,4,0,0
42,57,15,2,5,2,3,1,1,0,0
26,39,13,1,3,2,3,0,2,0,0
17,28,11,4,2,2,3,1,0,0,0
47,61,14,6,7,2,3,0,3,0,0
15,31,16,3,4,2,3,0,0,0,0
10,28,18,0,3,3,4,0,1,0,0
73,82,9,18,6,1,2,0,5,0,0
1,12,11,0,2,2,3,0,0,0,0
19,49,20,2,3,2,3,0,1,0,0
48,63,15,0,5,2,3,2,1,0,0
25,35,10,3,3,3,4,2,0,0,0
85,93,8,14,4,1,2,0,11,0,0
84,99,15,1,3,2,3,0,11,0,0
1,15,14,0,2,1,2,0,0,0,0
7,29,22,0,3,2,3,0,0,0,0
18,45,4,4,3,2,1,0,0,0,0
42,53,11,8,4,1,2,0,3,0,0
11,50,14,5,2,2,3,0,0,0,0
99,112,13,6,5,1,2,0,14,0,0
16,27,11,0,2,1,2,1,0,0,0
9,25,16,2,4,1,2,0,1,0,0
21,31,10,0,2,2,3,0,2,0,0
25,32,7,6,5,2,3,0,0,0,0
42,69,27,8,2,2,3,0,8,0,0
11,31,20,0,3,1,2,0,0,0,0
12,22,10,0,2,1,2,0,0,0,0
36,52,16,5,5,1,2,1,1,0,0
55,69,14,6,3,1,2,0,7,0,0
88,108,20,0,4,1,2,0,11,0,0
13,30,17,0,4,2,3,0,0,0,0
39,45,6,0,2,1,2,6,0,0,0
40,58,18,4,4,2,3,0,2,0,0
32,42,10,0,3,2,3,2,0,0,0
16,27,11,0,4,1,2,0,0,0,0
17,32,15,0,3,2,3,0,0,0,0
6,29,23,0,3,2,3,0,0,0,0
14,39,25,0,2,2,3,0,0,0,0
13,30,17,1,2,2,3,0,0,0,0
24,45,21,0,4,3,4,0,0,0,0
15,28,13,3,3,1,2,0,0,0,0
30,41,11,6,4,1,2,0,2,0,0
19,38,12,7,3,3,4,0,0,0,0
21,40,19,0,3,2,3,1,0,0,0
15,26,11,0,2,1,2,0,0,0,0
31,86,10,13,4,2,3,0,0,0,0
19,41,22,0,3,2,3,0,1,0,0
60,88,28,0,4,3,4,4,0,0,0
26,41,15,0,3,1,2,0,1,0,0
19,51,20,2,3,2,3,0,1,0,0
15,80,22,9,2,3,3,0,0,0,0
75,86,11,8,7,2,3,0,5,0,0
68,85,17,8,6,1,2,0,9,0,0
14,24,10,0,4,1,2,0,0,0,0
1,15,14,0,2,1,2,0,0,0,0
24,40,16,0,5,3,4,0,0,0,0
80,92,12,8,4,2,3,0,8,0,0
53,68,15,8,2,2,3,0,6,0,0
42,51,9,0,6,2,3,0,0,0,0
35,51,16,7,5,2,3,0,2,0,0
34,49,15,6,3,2,3,0,3,0,0
44,58,14,0,3,1,2,0,5,0,0
13,23,10,10,2,1,2,0,1,0,0
1,25,24,0,2,2,3,0,0,0,0
26,38,12,7,6,1,2,0,1,0,0
66,77,11,8,6,1,2,0,8,0,0
15,29,14,5,2,2,3,0,0,0,0
13,64,13,1,2,2,3,0,0,0,0
9,19,10,0,2,1,2,0,0,0,0
9,22,13,0,2,1,2,0,0,0,0
43,61,18,0,4,2,3,0,0,0,0
22,57,27,3,2,3,4,0,0,0,0
31,58,27,0,5,3,4,0,0,0,0
62,76,14,0,7,2,3,0,0,0,0
12,26,14,3,3,2,3,0,0,0,0
41,56,15,0,3,1,2,0,3,0,0
55,72,17,11,2,4,5,0,7,0,0
20,40,20,10,3,3,4,0,0,0,0
1,21,20,0,2,2,3,0,0,0,0
1,18,17,0,2,1,2,0,0,0,0
28,40,12,4,2,1,2,0,3,0,0
15,29,14,0,3,4,5,0,0,0,0
48,62,14,4,3,1,2,0,5,0,0
1,9,8,0,2,1,2,0,0,0,0
14,23,9,1,2,2,3,0,0,0,0
30,50,20,12,5,2,3,0,2,0,0
57,77,20,6,9,2,3,0,1,0,0
34,54,20,0,4,3,4,0,0,0,0
25,41,16,0,3,2,3,2,0,0,0
17,25,8,7,4,1,2,0,0,0,0
33,47,14,0,4,1,2,0,1,0,0
16,33,17,1,4,2,3,0,0,0,0
36,51,15,3,3,2,3,1,0,0,0
48,56,8,7,2,2,3,4,4,0,0
20,42,22,1,4,2,3,0,0,0,0
13,53,14,5,2,2,3,0,0,0,0
30,41,11,5,5,1,2,0,1,0,0
8,39,18,8,2,2,3,0,0,0,0
1,32,13,0,2,1,2,0,0,0,0
23,34,11,5,4,1,2,0,1,0,0
16,27,11,4,2,2,3,0,0,0,0
55,70,15,8,2,2,3,0,7,0,0
1,33,32,0,2,1,2,0,0,0,0
1,20,19,0,2,1,2,0,0,0,0
1,22,21,0,2,1,2,0,0,0,0
51,65,14,5,4,2,3,0,5,0,0
21,33,12,0,4,1,2,1,0,0,0
20,35,15,3,4,2,3,0,1,0,0
20,37,17,0,3,2,3,1,0,0,0
1,14,13,0,2,1,2,0,0,0,0
1,21,20,0,2,1,2,0,0,0,0
31,40,9,6,5,1,2,0,1,0,0
16,47,31,5,3,2,3,0,0,0,0
19,34,15,0,3,2,3,0,0,0,0
53,62,9,10,4,1,2,0,4,0,0
31,58,27,4,3,4,5,0,4,0,0
14,68,9,9,2,2,3,0,0,0,0
23,43,20,0,4,1,2,0,1,0,0
11,21,10,0,2,1,2,0,0,0,0
56,69,13,5,3,1,2,0,6,0,0
35,45,10,0,3,1,2,0,4,0,0
18,37,19,0,3,2,3,1,0,0,0
26,34,8,5,5,2,3,0,1,0,0
48,65,17,0,3,1,2,7,0,0,0
10,26,16,0,3,2,3,0,1,0,0
15,278,14,5,3,2,3,0,0,0,0
39,60,21,4,6,1,2,0,4,0,0
70,81,11,4,4,2,3,1,0,0,0
48,65,17,8,4,2,3,0,0,0,0
24,34,10,0,2,3,4,0,2,0,0
36,46,10,0,3,2,3,0,2,0,0
24,43,19,0,2,2,3,0,2,0,0
26,45,19,0,4,4,5,0,0,0,0
24,41,17,8,2,2,3,3,0,0,0
49,70,21,0,6,2,3,0,2,0,0
22,31,9,0,3,2,3,0,0,0,0
32,51,19,3,5,3,4,0,0,0,0
17,29,12,0,3,2,3,1,0,0,0
1,31,30,0,2,2,3,0,0,0,0
30,57,27,6,6,2,3,0,0,0,0
20,32,12,0,2,1,2,0,0,0,0
33,84,10,13,4,2,3,0,0,0,0
1,28,27,0,2,1,2,0,0,0,0
21,40,19,0,3,3,4,0,1,0,0
36,52,16,0,3,2,3,4,0,0,0
52,62,10,17,3,2,3,5,0,0,0
16,34,18,0,3,1,2,0,0,0,0
43,58,15,7,2,2,3,0,4,0,0
22,40,18,1,3,2,3,0,0,0,0
17,27,10,0,3,1,2,0,1,0,0
6,31,11,0,2,1,2,0,0,0,0
1,43,29,7,2,3,4,0,0,0,0
51,71,20,5,4,2,3,0,4,0,0
6,31,11,2,2,1,2,0,0,0,0
18,37,14,1,2,4,5,1,0,0,0
27,36,9,2,4,1,2,0,2,0,0
32,45,13,7,5,1,2,0,1,0,0
1,16,15,0,2,2,3,0,0,0,0
1,27,26,0,2,1,2,0,0,0,0
52,66,14,7,6,2,3,0,2,0,0
31,39,8,0,3,2,3,0,1,0,0
18,135,30,23,3,1,2,0,2,0,0
62,89,27,0,3,3,4,0,6,0,0
1,26,25,0,2,2,3,0,0,0,0
47,66,19,0,5,2,3,0,1,0,0
18,28,10,0,3,1,2,1,0,0,0
12,28,16,0,2,3,4,0,0,0,0
56,72,16,11,3,2,3,0,8,0,0
9,20,11,4,2,1,2,0,1,0,0
47,64,17,9,8,2,3,0,3,0,0
15,28,13,3,3,1,2,0,0,0,0
1,21,20,0,2,1,2,0,0,0,0
7,18,11,0,2,1,2,0,0,0,0
9,21,12,0,3,2,3,0,0,0,0
89,98,9,0,4,1,2,0,12,0,0
1,31,23,4,2,1,2,0,0,0,0
13,46,17,3,2,2,3,1,0,0,0
10,45,18,9,3,3,4,0,0,0,0
61,73,12,15,4,1,2,0,5,0,0
19,27,8,7,4,1,2,0,0,0,0
20,33,13,0,3,2,3,0,0,0,0
17,34,17,0,4,3,4,0,0,0,0
13,27,14,4,3,2,3,0,0,0,0
9,30,21,0,3,1,2,0,0,0,0
1,11,10,0,2,1,2,0,0,0,0
42,55,13,0,2,2,3,0,4,0,0
12,22,10,9,2,1,2,0,1,0,0
1,52,30,0,2,1,2,0,0,0,0
28,34,6,0,4,2,3,0,0,0,0
14,30,16,0,3,2,3,1,0,0,0
14,29,15,0,2,3,4,0,0,0,0
15,32,17,0,2,2,3,1,0,0,0
